APCP	A.id="1724304"
CPTPV	T.id="1753"
TPVP	T.id="738"
APAOA	O.id="55"
TPVP	T.id="2868"
APCP	C.id="641762"
TPCP	T.id="738"
VPAPV	A.id="71589"
CPCPT	T.id="738"
CPT	C.id="688857"
PTPAO	O.id="1170"
VPVPT	T.id="2868"
CPT	C.id="688857"
TPAOA	O.id="1170"
PCPA	C.id="641762"
APAOA	O.id="559"
TPVP	T.id="483"
TPCP	C.id="641762"
PVPC	C.id="671598"
OAPCP	O.id="504"
OAPC	A.id="71589"
CPV	C.id="671598"
VPTP	T.id="2868"
CPVPT	T.id="738"
TPVP	T.id="738"
TPAP	T.id="738"
TPAOA	O.id="1407"
TPVPT	V.id="3278"
AOA	O.id="55"
CPVPT	T.id="738"
CPT	C.id="688857"
OAPCP	C.id="648909"
VPAPC	C.id="641762"
OAPVP	O.id="504"
PCP	C.id="688857"
CPTPA	C.id="688857"
TPVP	T.id="483"
VPT	T.id="738"
APAOA	O.id="504"
APCPT	C.id="641762"
VPTP	T.id="2868"
OAPC	O.id="337"
AOA	O.id="1407"
PTP	T.id="2715"
OAPVP	O.id="1407"
VPAOA	V.id="9519"
VPAPC	A.id="71589"
TPVP	T.id="2868"
CPT	C.id="648909"
CPAPV	C.id="671672"
CPVPT	T.id="738"
OAPV	O.id="337"
VPAPC	A.id="71589"
APAOA	O.id="55"
OAPAP	O.id="559"
OAP	O.id="55"
CPT	C.id="641762"
PCPTP	C.id="671598"
VPT	T.id="3459"
TPVP	T.id="738"
AOA	O.id="559"
APAOA	O.id="1170"
TPAP	T.id="738"
PVPT	T.id="738"
TPVP	T.id="3459"
VPT	T.id="2868"
AOA	O.id="55"
OAPC	A.id="71589"
AOAPC	O.id="55"
TPCPA	A.id="71589"
AOAPT	O.id="504"
TPVP	T.id="2868"
CPTPC	T.id="483"
TPVPA	A.id="71589"
TPVPT	V.id="10294"
OAP	O.id="55"
APAOA	O.id="55"
OAPTP	O.id="55"
APAOA	O.id="337"
PAO	O.id="55"
APAOA	O.id="504"
TPVP	T.id="2868"
TPAP	T.id="4358"
TPVP	T.id="738"
OAPC	A.id="71589"
OAPVP	O.id="559"
TPVP	T.id="3459"
TPVP	T.id="2868"
APTPC	T.id="2868"
CPT	C.id="688857"
CPT	C.id="641762"
CPTPA	C.id="641762"
AOAPA	O.id="55"
AOAPA	O.id="1170"
TPC	C.id="641762"
APAOA	O.id="1407"
CPT	C.id="691215"
PVPA	V.id="9519"
PAPAO	O.id="559"
AOA	O.id="559"
TPVP	T.id="738"
CPT	C.id="688857"
PVPC	C.id="688857"
APAOA	O.id="337"
TPVP	T.id="4358"
CPTPA	C.id="688857"
CPT	C.id="641762"
CPVPA	V.id="9500"
TPAO	T.id="2868"
PCPT	C.id="688857"
APAOA	O.id="504"
APTPV	T.id="1753"
PVPC	C.id="648909"
CPVPT	T.id="738"
APAOA	O.id="522"
CPVPA	C.id="641762"
CPT	C.id="641762"
VPT	T.id="738"
AOAPT	O.id="1407"
VPAPC	C.id="688857"
CPAOA	O.id="522"
OAPC	A.id="1724304"
AOAPA	O.id="55"
TPVP	T.id="738"
TPVP	T.id="2868"
PTP	T.id="738"
OAPA	O.id="55"
OAPVP	O.id="337"
APCPV	C.id="688857"
CPT	C.id="648909"
