PAO	O.id="1457"
CPAPA	C.id="714087"
TPAP	A.id="885769"
PVPAO	A.id="744564"
OAPVP	A.id="538959"
CPA	A.id="538959"
TPVPC	C.id="654024"
APC	C.id="654024"
PCP	C.id="714087"
TPCPV	C.id="690941"
TPVPC	V.id="5681"
PVP	V.id="1164"
OAPV	O.id="411"
VPCPA	C.id="644579"
PAOA	O.id="411"
PCPV	V.id="4462"
OAPTP	A.id="435253"
VPCP	C.id="654024"
APAPT	T.id="468"
CPCPV	V.id="1164"
VPAO	O.id="1457"
CPAO	O.id="1457"
PCP	C.id="644579"
OAPTP	O.id="728"
VPAPC	V.id="4462"
CPVP	V.id="1164"
PAPC	A.id="1177848"
CPCPA	A.id="744564"
TPVPA	V.id="5681"
VPCPC	V.id="5681"
APVPT	V.id="1733"
APCPT	A.id="435253"
TPCPV	T.id="1292"
PCPV	C.id="654024"
CPV	V.id="1699"
CPAPC	A.id="895046"
PCPTP	C.id="644579"
OAPCP	C.id="645622"
APTPV	V.id="1164"
CPAP	C.id="654024"
CPVPA	C.id="644579"
PVPC	C.id="654024"
TPTPV	V.id="4462"
VPCPA	C.id="669844"
TPCPC	T.id="1292"
OAPVP	V.id="1733"
OAPA	O.id="533"
TPTPV	V.id="1164"
APAPT	T.id="3335"
PTPC	C.id="644579"
CPTPC	T.id="3321"
VPAPC	V.id="5681"
CPVPA	V.id="4462"
VPAO	O.id="48"
AOAPA	O.id="1457"
PCPTP	C.id="654024"
APVPT	V.id="8891"
PAPVP	A.id="960979"
TPCPT	C.id="644579"
PTPAO	O.id="533"
TPAO	O.id="1323"
APCPA	C.id="654024"
PVPCP	C.id="644579"
VPTPC	T.id="1292"
PAO	O.id="533"
TPCPT	C.id="641794"
APVPC	C.id="644579"
PTPC	T.id="1292"
VPCPT	V.id="1733"
VPVPC	C.id="645622"
PAPAO	O.id="337"
PCPAO	C.id="645622"
CPAPA	C.id="642332"
VPAPA	V.id="4462"
PAPVP	V.id="627"
TPVP	V.id="5681"
APTPV	T.id="3335"
CPAPV	V.id="5681"
PCP	C.id="645622"
CPVP	V.id="1733"
TPCPA	A.id="435253"
CPT	C.id="645622"
VPAO	V.id="10207"
TPAPT	A.id="960979"
OAPAP	O.id="1323"
VPTPA	V.id="1699"
AOAPT	T.id="3335"
CPA	C.id="645622"
TPCPV	C.id="644579"
AOAPC	C.id="644579"
CPTPA	C.id="690941"
CPV	C.id="644579"
TPAPC	C.id="644579"
PTPAO	O.id="48"
TPCPV	T.id="3335"
PCPAO	A.id="538959"
APAPV	V.id="5681"
VPAO	A.id="152441"
CPCPV	V.id="1164"
OAPVP	V.id="1164"
CPAOA	O.id="292"
CPTPV	T.id="818"
APCPT	C.id="645622"
APCPT	A.id="895046"
CPVP	C.id="644579"
TPV	V.id="5681"
OAP	O.id="533"
TPAOA	T.id="3335"
CPVP	V.id="1164"
CPAOA	C.id="690941"
OAPT	O.id="1323"
AOAPV	O.id="533"
OAPT	O.id="48"
PTPAO	O.id="1457"
VPTPA	V.id="5681"
VPCPA	C.id="654024"
CPVPV	C.id="734922"
PCPA	A.id="744564"
AOAPC	O.id="383"
PVPA	V.id="3967"
APVP	V.id="1733"
