CPVPT	C.id="1"
VPVPT	T.id="565"
CPT	C.id="2"
TPCPA	A.id="7129"
CPVPT	C.id="1"
PVPT	V.id="1224"
VPVPA	A.id="5152"
PCPA	A.id="7129"
VPAOA	O.id="2134"
APTP	T.id="565"
APCPV	A.id="7553"
CPAP	A.id="1306"
VPVPT	T.id="1658"
TPAO	A.id="7161"
CPAOA	O.id="7868"
OAPAP	O.id="5915"
CPCPT	T.id="3457"
TPAPV	A.id="7337"
PTPAO	O.id="7868"
CPAPC	A.id="7553"
VPVPC	C.id="3"
CPA	C.id="3"
APCPT	C.id="2"
PCPAP	A.id="7129"
VPVPC	C.id="3"
CPAP	C.id="1"
VPVPT	T.id="6"
PAPCP	C.id="2"
CPAPA	C.id="2"
OAP	A.id="7321"
TPCP	T.id="950"
TPAPV	A.id="7553"
PTPV	V.id="1224"
VPTPC	C.id="2"
TPVPT	V.id="1148"
TPCPA	A.id="7337"
PCPAO	A.id="7161"
PAO	A.id="7553"
TPVPC	C.id="2"
OAPV	A.id="7337"
VPCPT	T.id="950"
APCPV	V.id="1224"
VPAP	V.id="1224"
CPVPA	A.id="7553"
PCPA	A.id="5080"
CPAO	O.id="5684"
CPAPC	A.id="7337"
TPVPV	T.id="565"
TPAOA	T.id="950"
TPCPV	C.id="1"
APT	A.id="7553"
PTPC	C.id="1"
TPCPA	A.id="5272"
PAPCP	A.id="5104"
TPVPT	V.id="65"
APTPC	C.id="1"
TPCPC	T.id="565"
AOAPV	O.id="5915"
CPAP	A.id="7129"
APTP	T.id="565"
CPVPT	T.id="1934"
PCPAP	C.id="1"
CPVPV	C.id="2"
CPAO	O.id="7868"
PVPT	T.id="950"
TPCP	C.id="2"
CPTP	C.id="1"
OAPTP	O.id="5915"
APTPT	A.id="7553"
PAOA	O.id="5915"
PAPC	A.id="5152"
VPCP	C.id="2"
OAPT	A.id="5104"
TPCP	C.id="1"
CPT	C.id="2"
VPCPC	V.id="1175"
PAOA	O.id="7868"
PVPC	C.id="2"
APTP	A.id="1306"
PVPCP	C.id="2"
PTPAO	O.id="14082"
OAPAP	O.id="5915"
PCP	C.id="2"
APV	A.id="7553"
TPC	T.id="565"
CPTPA	T.id="6"
APT	T.id="3457"
PVP	V.id="1148"
APTPC	C.id="1"
PAPC	C.id="2"
CPAPV	V.id="65"
TPAPC	T.id="3457"
PAO	A.id="7337"
VPAP	V.id="65"
VPCPT	V.id="923"
PTPAO	O.id="14082"
CPAP	C.id="1"
OAPVP	O.id="2134"
CPAPC	A.id="7553"
TPTPC	C.id="3"
CPTPV	C.id="1"
APVPT	V.id="840"
APAPT	T.id="950"
PCPAP	A.id="1306"
VPCPA	C.id="1"
PVPCP	V.id="65"
PTPAO	O.id="5915"
PAPT	A.id="7553"
TPCP	T.id="565"
TPAO	A.id="5080"
OAPTP	A.id="7553"
PTPA	T.id="565"
PTPV	T.id="1658"
TPTPV	V.id="65"
APVPA	V.id="65"
CPCPV	V.id="65"
VPCP	V.id="65"
VPA	A.id="7337"
TPAPA	T.id="565"
OAPCP	C.id="2"
CPAO	O.id="5684"
PVPC	C.id="3"
VPAO	O.id="7868"
CPAO	C.id="2"
AOA	O.id="7868"
OAPA	O.id="7868"
PCPTP	C.id="2"
TPAPC	C.id="3"
APVPT	A.id="7553"
PVPA	V.id="840"
VPAO	V.id="840"
APVPC	A.id="7337"
OAPV	A.id="7337"
VPCPA	A.id="5080"
APTPC	A.id="1306"
OAPVP	V.id="923"
PCPAP	C.id="1"
PTPV	T.id="950"
APTPV	A.id="5080"
CPAOA	O.id="14082"
TPAPV	A.id="5152"
AOAPV	V.id="65"
VPAO	A.id="7337"
VPTPT	V.id="1224"
PTPA	T.id="565"
OAPC	O.id="7868"
OAP	A.id="7321"
PAPT	A.id="7553"
APCPV	A.id="5152"
TPAO	O.id="7868"
TPAP	T.id="3457"
APCP	C.id="3"
CPCPA	A.id="5272"
VPCPA	C.id="1"
PAPC	C.id="1"
VPAP	A.id="7337"
OAPTP	O.id="7868"
OAPVP	O.id="2134"
APC	C.id="2"
PCPAO	O.id="7868"
PTPA	T.id="565"
TPAPV	T.id="1658"
APTPC	C.id="3"
TPVP	T.id="950"
OAPCP	A.id="7553"
VPTP	V.id="65"
PVPCP	V.id="407"
PTPC	C.id="3"
PVPC	C.id="2"
OAPTP	O.id="5915"
PVPT	T.id="565"
CPTPV	C.id="2"
AOAP	O.id="7868"
CPVP	V.id="840"
AOA	O.id="2134"
VPCPT	V.id="1224"
VPVPA	A.id="5152"
VPAP	V.id="65"
TPCPV	C.id="1"
TPCPV	C.id="2"
PCPA	C.id="1"
APVP	A.id="5104"
VPC	C.id="3"
AOAPC	C.id="1"
TPAO	O.id="5915"
TPCPA	A.id="3035"
OAPCP	C.id="2"
VPAO	V.id="840"
PAPT	A.id="7553"
TPVPA	A.id="7553"
APC	A.id="5104"
APTPT	A.id="1306"
TPAO	O.id="5915"
VPCP	C.id="3"
AOAPV	O.id="7868"
PVPAO	O.id="5684"
OAPV	A.id="1306"
PAPT	A.id="5272"
VPCPT	T.id="565"
PVPA	V.id="65"
CPTPV	T.id="565"
APCPV	C.id="2"
OAPVP	V.id="1224"
OAPCP	A.id="5104"
CPAO	C.id="2"
VPAO	V.id="840"
TPAP	T.id="3457"
TPAO	A.id="7553"
CPVP	V.id="65"
PTPAO	O.id="7868"
APCPT	C.id="1"
APC	C.id="2"
APCP	A.id="7553"
VPTPC	T.id="1658"
TPAPC	T.id="565"
PVPAO	A.id="5152"
TPAPC	A.id="7337"
PAPC	A.id="5104"
APCPT	A.id="7553"
APCPA	C.id="1"
OAPC	O.id="2134"
VPAPC	V.id="1125"
TPAO	A.id="7129"
OAP	O.id="7868"
PAO	O.id="7868"
APVPT	T.id="1658"
AOAPC	O.id="2134"
PVPAO	A.id="5080"
APCP	C.id="2"
CPTP	T.id="950"
CPVPT	C.id="3"
VPAPC	C.id="1"
APCP	C.id="2"
APCP	A.id="1306"
PCPAO	C.id="3"
PTPAO	O.id="14082"
OAPV	O.id="11483"
CPTPA	T.id="1658"
APAPT	T.id="950"
TPVPC	C.id="1"
TPCPA	C.id="1"
OAPCP	O.id="7868"
AOAPC	C.id="3"
APTPV	V.id="923"
TPAP	T.id="3457"
VPTPC	T.id="950"
OAO	A.id="3227"
APTP	A.id="7553"
OAPV	O.id="5915"
VPTPA	V.id="65"
VPAPC	C.id="2"
VPVPC	C.id="2"
APCPA	C.id="1"
PVP	V.id="1125"
TPCPC	T.id="950"
VPAP	V.id="65"
CPCPV	V.id="65"
TPVPA	T.id="6"
APC	A.id="7129"
PCPTP	C.id="1"
APCPT	T.id="1658"
VPTPA	T.id="1035"
PCP	C.id="1"
CPVP	V.id="65"
TPA	A.id="7553"
TPVPC	V.id="840"
PAO	O.id="2134"
PVPA	V.id="1148"
CPVP	V.id="1148"
TPTPC	C.id="2"
CPTPT	C.id="2"
PCPTP	C.id="3"
CPAPA	C.id="3"
VPAP	V.id="65"
VPC	V.id="840"
CPTPA	T.id="1658"
VPTPA	V.id="1148"
PCPTP	C.id="2"
VPA	V.id="65"
CPCPV	V.id="1224"
TPAPA	T.id="565"
APCPA	C.id="1"
OAPC	A.id="7553"
VPAO	V.id="840"
TPAP	A.id="1306"
APCPV	C.id="2"
APC	C.id="1"
APC	C.id="3"
TPV	V.id="1148"
APTPC	C.id="2"
PCPAO	O.id="7868"
VPAPC	C.id="2"
CPV	C.id="3"
OAPCP	O.id="5915"
VPCPT	C.id="1"
VPTPA	V.id="65"
VPCPV	C.id="2"
VPVPT	T.id="565"
PAPAO	O.id="5915"
APTP	A.id="7337"
APCPA	C.id="2"
PVPAO	V.id="1148"
APVPC	C.id="3"
TPC	C.id="2"
PAPT	T.id="1035"
VPTPA	V.id="407"
CPTP	C.id="2"
PVPA	V.id="923"
APVPA	V.id="65"
APVP	A.id="5080"
CPVPA	V.id="923"
OAPC	O.id="5915"
AOAPT	O.id="5915"
APC	C.id="2"
APCP	C.id="2"
CPT	T.id="950"
APAOA	O.id="2956"
CPAPV	C.id="3"
